Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47.0,No,Travel_Rarely,1482.0,Research & Development,5.0,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,No,11,3,2,1,21,2,3,3,2,1,1
43.0,No,Travel_Frequently,559.0,Research & Development,10.0,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,7,0,0
27.0,No,Non-Travel,210.0,Sales,1.0,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,1,Yes,13,3,4,1,6,0,3,5,4,1,4
54.0,No,Travel_Frequently,928.0,Research & Development,20.0,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,No,12,3,4,0,20,4,2,4,3,0,3
43.0,No,Travel_Rarely,1001.0,Research & Development,7.0,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,No,16,3,1,1,10,1,2,1,0,0,0
45.0,No,Travel_Rarely,549.0,Research & Development,8.0,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8
40.0,No,Travel_Rarely,1124.0,Sales,1.0,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2
29.0,Yes,Travel_Rarely,318.0,Research & Development,8.0,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7
29.0,No,Travel_Rarely,738.0,Research & Development,9.0,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,1,No,17,3,3,0,4,2,3,3,2,2,2
30.0,No,Travel_Rarely,570.0,Sales,5.0,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,No,13,3,3,3,10,2,3,10,9,1,2
27.0,No,Travel_Rarely,1130.0,Sales,8.0,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,No,18,3,1,1,8,3,3,8,7,0,7
37.0,No,Travel_Rarely,1192.0,Research & Development,5.0,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,16,3,3,2,8,2,2,6,2,0,4
38.0,No,Travel_Rarely,343.0,Research & Development,15.0,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,1,Yes,14,3,2,1,12,3,3,11,10,2,9
31.0,No,Travel_Rarely,1232.0,Research & Development,7.0,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10
29.0,No,Travel_Rarely,144.0,Sales,10.0,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7
35.0,No,Travel_Rarely,1296.0,Research & Development,5.0,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,1,No,13,3,4,0,17,5,3,16,6,0,13
23.0,No,Travel_Rarely,1309.0,Research & Development,26.0,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2
41.0,No,Travel_Rarely,483.0,Research & Development,6.0,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Yes,15,3,4,0,8,3,3,5,4,1,2
47.0,No,Travel_Frequently,1309.0,Sales,4.0,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,No,19,3,1,0,5,3,3,0,0,0,0
42.0,No,Travel_Rarely,810.0,Research & Development,23.0,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,No,14,3,2,0,16,2,3,1,0,0,0
29.0,No,Non-Travel,746.0,Sales,2.0,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
42.0,No,Travel_Rarely,544.0,Human Resources,2.0,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,1,Yes,11,3,3,1,4,5,3,3,2,1,0
32.0,No,Travel_Rarely,1062.0,Research & Development,2.0,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,No,13,3,3,1,8,4,3,8,0,0,7
48.0,No,Travel_Rarely,530.0,Sales,29.0,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,23978,3,No,21,4,2,1,15,3,1,0,0,0,0
37.0,No,Travel_Rarely,1319.0,Research & Development,6.0,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7
30.0,No,Non-Travel,641.0,Sales,25.0,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2
26.0,No,Travel_Rarely,933.0,Sales,1.0,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7
42.0,No,Travel_Rarely,1332.0,Research & Development,2.0,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0
21.0,Yes,Travel_Frequently,756.0,Sales,1.0,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2
36.0,No,Non-Travel,845.0,Sales,1.0,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0
36.0,No,Travel_Frequently,541.0,Sales,3.0,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12
57.0,No,Travel_Rarely,593.0,Research & Development,1.0,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2
40.0,No,Travel_Rarely,1171.0,Research & Development,10.0,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7
21.0,No,Non-Travel,895.0,Sales,9.0,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2
33.0,Yes,Travel_Rarely,350.0,Sales,5.0,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0
37.0,No,Travel_Rarely,921.0,Research & Development,10.0,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3
46.0,No,Non-Travel,1144.0,Research & Development,7.0,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0
41.0,Yes,Travel_Frequently,143.0,Sales,4.0,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
50.0,No,Travel_Rarely,1046.0,Research & Development,10.0,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3
40.0,Yes,Travel_Rarely,575.0,Sales,22.0,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0
31.0,No,Travel_Rarely,408.0,Research & Development,9.0,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,1,Yes,16,3,4,0,3,5,3,2,2,2,2
21.0,Yes,Travel_Rarely,156.0,Sales,12.0,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0
29.0,No,Travel_Rarely,1283.0,Research & Development,23.0,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2
35.0,No,Travel_Rarely,755.0,Research & Development,9.0,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0
27.0,No,Travel_Rarely,1469.0,Research & Development,1.0,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4
28.0,No,Travel_Rarely,304.0,Sales,9.0,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7
49.0,No,Travel_Rarely,1261.0,Research & Development,7.0,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0
51.0,No,Travel_Rarely,1178.0,Sales,14.0,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7
36.0,No,Travel_Rarely,329.0,Research & Development,2.0,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2
34.0,Yes,Non-Travel,1362.0,Sales,19.0,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4
55.0,No,Travel_Rarely,1311.0,Research & Development,2.0,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2
24.0,No,Travel_Rarely,1371.0,Sales,10.0,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3
30.0,No,Travel_Rarely,202.0,Sales,2.0,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0
26.0,Yes,Travel_Frequently,575.0,Research & Development,3.0,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,1,No,22,4,3,0,7,2,3,6,4,0,4
22.0,No,Travel_Rarely,253.0,Research & Development,11.0,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2
36.0,No,Travel_Rarely,164.0,Sales,2.0,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0
30.0,Yes,Travel_Frequently,464.0,Research & Development,4.0,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0
37.0,No,Travel_Rarely,1107.0,Research & Development,14.0,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17
40.0,No,Travel_Rarely,759.0,Sales,2.0,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3
42.0,No,Travel_Rarely,201.0,Research & Development,1.0,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2
37.0,No,Travel_Rarely,1305.0,Research & Development,10.0,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1
43.0,No,Travel_Rarely,982.0,Research & Development,12.0,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9
40.0,No,Travel_Rarely,555.0,Research & Development,2.0,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0
54.0,No,Travel_Rarely,821.0,Research & Development,5.0,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2
34.0,No,Non-Travel,1381.0,Sales,4.0,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2
31.0,No,Travel_Rarely,480.0,Research & Development,7.0,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12
43.0,No,Travel_Frequently,313.0,Research & Development,21.0,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2
43.0,No,Travel_Rarely,1473.0,Research & Development,8.0,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2
25.0,No,Travel_Rarely,891.0,Sales,4.0,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3
37.0,No,Non-Travel,1063.0,Research & Development,25.0,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7
31.0,No,Travel_Rarely,329.0,Research & Development,1.0,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2
39.0,No,Travel_Frequently,1218.0,Research & Development,1.0,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6
56.0,No,Travel_Frequently,906.0,Sales,6.0,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7
30.0,No,Travel_Rarely,1082.0,Sales,12.0,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,1,No,11,3,2,0,6,6,3,5,4,4,4
41.0,No,Travel_Rarely,645.0,Sales,1.0,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7
28.0,No,Travel_Rarely,1300.0,Research & Development,17.0,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8
25.0,Yes,Travel_Rarely,688.0,Research & Development,3.0,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2
52.0,No,Travel_Rarely,319.0,Research & Development,3.0,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4
45.0,No,Travel_Rarely,192.0,Research & Development,10.0,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2
52.0,No,Travel_Rarely,1490.0,Research & Development,4.0,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4
42.0,No,Travel_Frequently,532.0,Research & Development,29.0,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2
30.0,No,Travel_Rarely,317.0,Research & Development,2.0,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2
60.0,No,Travel_Rarely,422.0,Research & Development,7.0,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10
46.0,No,Travel_Rarely,1485.0,Research & Development,18.0,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8
42.0,No,Travel_Frequently,1368.0,Research & Development,28.0,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,1,No,11,3,4,3,7,4,4,6,5,0,4
24.0,Yes,Travel_Rarely,1448.0,Sales,1.0,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4
34.0,Yes,Travel_Frequently,296.0,Sales,6.0,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,1,No,16,3,4,1,3,3,2,2,2,1,0
38.0,No,Travel_Frequently,1490.0,Research & Development,2.0,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0
40.0,No,Travel_Rarely,1398.0,Sales,2.0,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,1,No,14,3,4,0,21,2,3,20,15,1,12
26.0,No,Travel_Rarely,1349.0,Research & Development,23.0,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2
30.0,No,Non-Travel,1400.0,Research & Development,3.0,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4
29.0,No,Travel_Rarely,986.0,Research & Development,3.0,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7
29.0,Yes,Travel_Rarely,408.0,Research & Development,25.0,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1
19.0,Yes,Travel_Rarely,489.0,Human Resources,2.0,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0
30.0,No,Non-Travel,1398.0,Sales,22.0,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,1,No,11,3,3,0,10,3,3,9,8,7,8
57.0,No,Travel_Rarely,210.0,Sales,29.0,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0
50.0,No,Travel_Rarely,1099.0,Research & Development,29.0,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,9314,1,No,15,3,2,1,28,2,3,27,10,15,7
30.0,No,Non-Travel,1116.0,Research & Development,2.0,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,1,No,14,3,3,0,12,2,2,11,7,6,7
60.0,No,Travel_Frequently,1499.0,Sales,28.0,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11
47.0,No,Travel_Rarely,983.0,Research & Development,2.0,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4
46.0,No,Travel_Rarely,1009.0,Research & Development,2.0,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1
35.0,No,Travel_Rarely,144.0,Research & Development,22.0,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,1,No,15,3,3,0,6,2,3,5,4,4,3
54.0,No,Travel_Rarely,548.0,Research & Development,8.0,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0
34.0,No,Travel_Rarely,1303.0,Research & Development,2.0,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7
46.0,No,Travel_Rarely,1125.0,Sales,10.0,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31.0,No,Travel_Rarely,1274.0,Research & Development,9.0,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8
33.0,Yes,Travel_Rarely,1277.0,Research & Development,15.0,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33.0,Yes,Travel_Rarely,587.0,Research & Development,10.0,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3
30.0,No,Travel_Rarely,413.0,Sales,7.0,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,1,No,14,3,1,0,4,3,3,3,2,1,2
35.0,No,Travel_Rarely,1276.0,Research & Development,16.0,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31.0,Yes,Travel_Frequently,534.0,Research & Development,20.0,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0
34.0,Yes,Travel_Frequently,988.0,Human Resources,23.0,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42.0,No,Travel_Frequently,1474.0,Research & Development,5.0,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0
36.0,No,Non-Travel,635.0,Sales,10.0,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7
22.0,Yes,Travel_Frequently,1368.0,Research & Development,4.0,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2
48.0,No,Travel_Rarely,163.0,Sales,2.0,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7
55.0,No,Travel_Rarely,1117.0,Sales,18.0,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7
41.0,No,Non-Travel,267.0,Sales,10.0,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10
35.0,No,Travel_Rarely,619.0,Sales,1.0,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9
40.0,No,Travel_Rarely,302.0,Research & Development,6.0,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13
39.0,No,Travel_Frequently,443.0,Research & Development,8.0,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7
31.0,No,Travel_Rarely,828.0,Sales,2.0,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5
42.0,No,Travel_Rarely,319.0,Research & Development,24.0,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45.0,No,Travel_Rarely,561.0,Sales,2.0,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,1,No,19,3,2,1,9,3,4,8,7,3,7
26.0,Yes,Travel_Frequently,426.0,Human Resources,17.0,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,1,Yes,11,3,2,1,8,2,2,7,7,1,0
29.0,No,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2
33.0,No,Travel_Rarely,922.0,Research & Development,1.0,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5
31.0,No,Travel_Rarely,688.0,Sales,7.0,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1
18.0,Yes,Travel_Frequently,1306.0,Sales,5.0,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40.0,No,Non-Travel,1094.0,Sales,28.0,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1
41.0,No,Non-Travel,509.0,Research & Development,2.0,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7
26.0,No,Travel_Rarely,775.0,Sales,29.0,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0
35.0,No,Travel_Rarely,195.0,Sales,1.0,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3
34.0,No,Travel_Rarely,258.0,Sales,21.0,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7
26.0,Yes,Travel_Rarely,471.0,Research & Development,24.0,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37.0,No,Travel_Rarely,799.0,Research & Development,1.0,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2
46.0,No,Travel_Frequently,1034.0,Research & Development,18.0,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
41.0,No,Travel_Rarely,1276.0,Sales,2.0,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8
37.0,No,Non-Travel,142.0,Sales,9.0,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7
52.0,No,Travel_Rarely,956.0,Research & Development,6.0,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32.0,Yes,Non-Travel,1474.0,Sales,11.0,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2
24.0,No,Travel_Frequently,535.0,Sales,24.0,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,1,No,13,3,3,2,3,3,3,2,2,2,1
38.0,No,Travel_Rarely,1495.0,Research & Development,10.0,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0
37.0,No,Travel_Rarely,446.0,Research & Development,1.0,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3
49.0,No,Travel_Rarely,1245.0,Research & Development,18.0,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24.0,No,Travel_Rarely,691.0,Research & Development,23.0,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26.0,No,Travel_Rarely,703.0,Sales,28.0,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4
24.0,No,Travel_Rarely,823.0,Research & Development,17.0,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0
